ID,Athlete,Gender,Age,Height,Weight,Country,Code,Year,Season,City
16613,Sean Burke,M,21,192,95,Cada,CAN,1988,Winter,Calgary
16613,Sean Burke,M,25,192,95,Cada,CAN,1992,Winter,Albertville
16631,Tams Burkus,M,23,169,63,Hungary,HUN,1996,Summer,Atlanta
16660,Roland Burn,M,30,182,73,Switzerland,SUI,1980,Winter,Lake Placid
16660,Roland Burn,M,30,182,73,Switzerland,SUI,1980,Winter,Lake Placid
16694,John Burns,M,27,172,109,Great Britain,GBR,1976,Summer,Montreal
16694,John Burns,M,31,172,109,Great Britain,GBR,1980,Summer,Moskva
16698,Marc Burns,M,17,183,91,Trinidad and Tobago,TTO,2000,Summer,Sydney
16698,Marc Burns,M,21,183,91,Trinidad and Tobago,TTO,2004,Summer,Athi
16698,Marc Burns,M,21,183,91,Trinidad and Tobago,TTO,2004,Summer,Athi
16698,Marc Burns,M,25,183,91,Trinidad and Tobago,TTO,2008,Summer,Beijing
16698,Marc Burns,M,25,183,91,Trinidad and Tobago,TTO,2008,Summer,Beijing
16698,Marc Burns,M,29,183,91,Trinidad and Tobago,TTO,2012,Summer,London
16718,John Burra,M,22,162,56,Tanzania,TAN,1988,Summer,Seoul
16718,John Burra,M,26,162,56,Tanzania,TAN,1992,Summer,Barcelona
16745,Iva Bursov,F,27,167,55,Czech Republic,CZE,2004,Summer,Athi
16755,Adam Burton,M,28,177,85,Australia,AUS,2000,Summer,Sydney
16760,Euan Burton,M,29,182,81,Great Britain,GBR,2008,Summer,Beijing
16760,Euan Burton,M,33,182,81,Great Britain,GBR,2012,Summer,London
16773,Tom Burton,M,26,180,81,Australia,AUS,2016,Summer,Rio de Janeiro
16792,Bianka Bua,F,22,187,74,Serbia,SRB,2016,Summer,Rio de Janeiro
16793,Istvn Busa,M,27,170,72,Hungary,HUN,1988,Summer,Seoul
16793,Istvn Busa,M,31,170,72,Hungary,HUN,1992,Summer,Barcelona
16793,Istvn Busa,M,31,170,72,Hungary,HUN,1992,Summer,Barcelona
16805,Jrgen Busch,M,25,162,53,East Germany,GDR,1968,Summer,Mexico City
16820,Felix Buser,M,26,188,82,Switzerland,SUI,1984,Summer,Los Angeles
16820,Felix Buser,M,26,188,82,Switzerland,SUI,1984,Summer,Los Angeles
16821,Paul Buser,M,38,176,78,Switzerland,SUI,1972,Summer,Munich
16821,Paul Buser,M,41,176,78,Switzerland,SUI,1976,Summer,Montreal
16843,Andro Bulje,M,22,200,115,Croatia,CRO,2008,Summer,Beijing
16843,Andro Bulje,M,26,200,115,Croatia,CRO,2012,Summer,London
16843,Andro Bulje,M,30,200,115,Croatia,CRO,2016,Summer,Rio de Janeiro
16860,Tho Bussire,M,21,188,90,France,FRA,2016,Summer,Rio de Janeiro
16881,Rafa Buszek,M,29,195,92,Poland,POL,2016,Summer,Rio de Janeiro
16882,Serhiy But,M,24,178,69,Ukraine,UKR,1994,Winter,Lillehammer
16882,Serhiy But,M,28,178,69,Ukraine,UKR,1998,Winter,gano
16900,Simone Buti,M,32,206,100,Italy,ITA,2016,Summer,Rio de Janeiro
16904,Erich Butka,M,28,178,112,Austria,AUT,1972,Summer,Munich
16916,Fio Butler,F,26,163,60,South Africa,RSA,2004,Summer,Athi
16916,Fio Butler,F,30,163,60,South Africa,RSA,2008,Summer,Beijing
16926,Lara Butler,F,21,172,60,Cayman Islands,CAY,2016,Summer,Rio de Janeiro
16947,Linus Butt,M,29,186,83,Germany,GER,2016,Summer,Rio de Janeiro
16950,Rehan Butt,M,23,178,65,Pakistan,PAK,2004,Summer,Athi
16950,Rehan Butt,M,27,178,65,Pakistan,PAK,2008,Summer,Beijing
16950,Rehan Butt,M,31,178,65,Pakistan,PAK,2012,Summer,London
16971,Alan Butts,M,20,172,79,Great Britain,GBR,1960,Summer,Roma
16996,Philip Buys,M,23,187,74,South Africa,RSA,2012,Summer,London
16997,ala Bykakay,F,26,172,58,Turkey,TUR,2016,Summer,Rio de Janeiro
17001,Kroly Buzs,M,23,170,70,Hungary,HUN,1968,Summer,Mexico City
17007,Grace Buzu,F,19,167,58,Uganda,UGA,1988,Summer,Seoul
17028,Lene Byberg,F,21,171,56,Norway,NOR,2004,Summer,Athi
17028,Lene Byberg,F,25,171,56,Norway,NOR,2008,Summer,Beijing
17040,Pl Bye,M,26,192,92,Norway,NOR,1972,Summer,Munich
17051,Euan Byers,M,31,175,79,Great Britain,GBR,2006,Winter,Torino
17051,Euan Byers,M,35,175,79,Great Britain,GBR,2010,Winter,Vancouver
17069,Lyn Byl,F,32,172,67,Great Britain,GBR,2012,Summer,London
17072,Athey Bylon,F,27,175,75,Pama,PAN,2016,Summer,Rio de Janeiro
17075,Andr Byrame,M,28,165,63,France,FRA,1972,Summer,Munich
17081,Brian Byrne,M,20,175,70,Ireland,IRL,1976,Summer,Montreal
17083,Harry Byrne,M,43,183,86,Ireland,IRL,1972,Summer,Munich
17084,James Byrne,M,27,188,96,Australia,AUS,1976,Summer,Montreal
17086,Linda Byrne,F,26,163,50,Ireland,IRL,2012,Summer,London
17087,Neal Byrne,M,24,185,80,Ireland,IRL,2000,Summer,Sydney
17088,Paul Byrne,M,20,180,68,Australia,AUS,1996,Summer,Atlanta
17099,Karl Byrom,M,17,180,74,Australia,AUS,1968,Summer,Mexico City
17099,Karl Byrom,M,17,180,74,Australia,AUS,1968,Summer,Mexico City
17099,Karl Byrom,M,17,180,74,Australia,AUS,1968,Summer,Mexico City
17099,Karl Byrom,M,17,180,74,Australia,AUS,1968,Summer,Mexico City
17099,Karl Byrom,M,17,180,74,Australia,AUS,1968,Summer,Mexico City
17109,Lars Bystl,M,23,179,60,Norway,NOR,2002,Winter,Salt Lake City
17109,Lars Bystl,M,23,179,60,Norway,NOR,2002,Winter,Salt Lake City
17109,Lars Bystl,M,23,179,60,Norway,NOR,2002,Winter,Salt Lake City
17109,Lars Bystl,M,27,179,60,Norway,NOR,2006,Winter,Torino
17109,Lars Bystl,M,27,179,60,Norway,NOR,2006,Winter,Torino
17109,Lars Bystl,M,27,179,60,Norway,NOR,2006,Winter,Torino
17113,Paula Bzura,F,19,167,61,Poland,POL,2010,Winter,Vancouver
17113,Paula Bzura,F,19,167,61,Poland,POL,2010,Winter,Vancouver
17115,Ferenc aba,M,26,174,68,Yugoslavia,YUG,1980,Summer,Moskva
17194,Kreimir a,M,20,195,86,Croatia,CRO,1996,Summer,Atlanta
17194,Kreimir a,M,20,195,86,Croatia,CRO,1996,Summer,Atlanta
17194,Kreimir a,M,20,195,86,Croatia,CRO,1996,Summer,Atlanta
17194,Kreimir a,M,24,195,86,Croatia,CRO,2000,Summer,Sydney
17194,Kreimir a,M,28,195,86,Croatia,CRO,2004,Summer,Athi
17218,Petra Cada,F,17,181,79,Cada,CAN,1996,Summer,Atlanta
17218,Petra Cada,F,25,181,79,Cada,CAN,2004,Summer,Athi
17218,Petra Cada,F,25,181,79,Cada,CAN,2004,Summer,Athi
17221,Anton Cadar,M,23,168,68,Romania,ROU,1964,Summer,Tokyo
17221,Anton Cadar,M,23,168,68,Romania,ROU,1964,Summer,Tokyo
17221,Anton Cadar,M,23,168,68,Romania,ROU,1964,Summer,Tokyo
17221,Anton Cadar,M,23,168,68,Romania,ROU,1964,Summer,Tokyo
17221,Anton Cadar,M,23,168,68,Romania,ROU,1964,Summer,Tokyo
17221,Anton Cadar,M,23,168,68,Romania,ROU,1964,Summer,Tokyo
17221,Anton Cadar,M,23,168,68,Romania,ROU,1964,Summer,Tokyo
17221,Anton Cadar,M,23,168,68,Romania,ROU,1964,Summer,Tokyo
17225,Erik Cade,M,28,201,120,Netherlands,NED,2012,Summer,London
17238,Jrmy Cadot,M,29,185,78,France,FRA,2016,Summer,Rio de Janeiro
17238,Jrmy Cadot,M,29,185,78,France,FRA,2016,Summer,Rio de Janeiro
17257,Diego Cafag,M,33,174,60,Italy,ITA,2008,Summer,Beijing
17266,Bahar alar,F,23,190,76,Turkey,TUR,2012,Summer,London
17266,Bahar alar,F,27,190,76,Turkey,TUR,2016,Summer,Rio de Janeiro
17277,Sen Cahill,M,29,184,82,Ireland,IRL,1996,Summer,Atlanta
17282,Cai Huijue,F,16,174,63,China,CHN,1996,Summer,Atlanta
17282,Cai Huijue,F,16,174,63,China,CHN,1996,Summer,Atlanta
17284,Cai Li,M,20,182,72,China,CHN,2008,Summer,Beijing
17284,Cai Li,M,20,182,72,China,CHN,2008,Summer,Beijing
17287,Cai Shu,M,22,176,68,China,CHN,1984,Summer,Los Angeles
17291,Cai Xiao Li,M,28,178,70,Singapore,SGP,2008,Summer,Beijing
17292,Cai Xuemei,F,26,166,50,China,CHN,2000,Summer,Sydney
17293,Cai Xuetong,F,16,162,60,China,CHN,2010,Winter,Vancouver
17293,Cai Xuetong,F,20,162,60,China,CHN,2014,Winter,SoChina
17294,Cai Yalin,M,23,174,60,China,CHN,2000,Summer,Sydney
17294,Cai Yalin,M,23,174,60,China,CHN,2000,Summer,Sydney
17295,Cai Yanshu,M,24,169,79,China,CHN,1988,Summer,Seoul
17295,Cai Yanshu,M,28,169,79,China,CHN,1992,Summer,Barcelona
17296,Cai Yeqing,F,29,165,50,China,CHN,2000,Summer,Sydney
17299,Cai Yun,M,24,181,68,China-2,CHN,2004,Summer,Athi
17299,Cai Yun,M,28,181,68,China-1,CHN,2008,Summer,Beijing
17299,Cai Yun,M,32,181,68,China-1,CHN,2012,Summer,London
17300,Cai Zelin,M,21,175,55,China,CHN,2012,Summer,London
17300,Cai Zelin,M,25,175,55,China,CHN,2016,Summer,Rio de Janeiro
17333,Petr ajnek,M,26,180,82,Czech Republic,CZE,2002,Winter,Salt Lake City
17333,Petr ajnek,M,30,180,82,Czech Republic,CZE,2006,Winter,Torino
17333,Petr ajnek,M,34,180,82,Czech Republic,CZE,2010,Winter,Vancouver
17339,Mustafa akr,M,25,184,85,Turkey,TUR,2012,Summer,London
17340,Olcay akr,F,23,182,60,Turkey,TUR,2016,Summer,Rio de Janeiro
17345,Ivan aklec,M,19,173,75,Yugoslavia,YUG,1952,Summer,Helsinki
17345,Ivan aklec,M,19,173,75,Yugoslavia,YUG,1952,Summer,Helsinki
17345,Ivan aklec,M,19,173,75,Yugoslavia,YUG,1952,Summer,Helsinki
17345,Ivan aklec,M,19,173,75,Yugoslavia,YUG,1952,Summer,Helsinki
17345,Ivan aklec,M,19,173,75,Yugoslavia,YUG,1952,Summer,Helsinki
17345,Ivan aklec,M,19,173,75,Yugoslavia,YUG,1952,Summer,Helsinki
17345,Ivan aklec,M,19,173,75,Yugoslavia,YUG,1952,Summer,Helsinki
17345,Ivan aklec,M,19,173,75,Yugoslavia,YUG,1952,Summer,Helsinki
17345,Ivan aklec,M,28,173,75,Yugoslavia,YUG,1960,Summer,Roma
17345,Ivan aklec,M,28,173,75,Yugoslavia,YUG,1960,Summer,Roma
17345,Ivan aklec,M,28,173,75,Yugoslavia,YUG,1960,Summer,Roma
17345,Ivan aklec,M,28,173,75,Yugoslavia,YUG,1960,Summer,Roma
17345,Ivan aklec,M,28,173,75,Yugoslavia,YUG,1960,Summer,Roma
17345,Ivan aklec,M,28,173,75,Yugoslavia,YUG,1960,Summer,Roma
17345,Ivan aklec,M,28,173,75,Yugoslavia,YUG,1960,Summer,Roma
17345,Ivan aklec,M,28,173,75,Yugoslavia,YUG,1960,Summer,Roma
17345,Ivan aklec,M,32,173,75,Yugoslavia,YUG,1964,Summer,Tokyo
17345,Ivan aklec,M,32,173,75,Yugoslavia,YUG,1964,Summer,Tokyo
17345,Ivan aklec,M,32,173,75,Yugoslavia,YUG,1964,Summer,Tokyo
17345,Ivan aklec,M,32,173,75,Yugoslavia,YUG,1964,Summer,Tokyo
17345,Ivan aklec,M,32,173,75,Yugoslavia,YUG,1964,Summer,Tokyo
17345,Ivan aklec,M,32,173,75,Yugoslavia,YUG,1964,Summer,Tokyo
17345,Ivan aklec,M,32,173,75,Yugoslavia,YUG,1964,Summer,Tokyo
17345,Ivan aklec,M,32,173,75,Yugoslavia,YUG,1964,Summer,Tokyo
17347,Tom Cakkis,M,17,176,64,Czech Republic,CZE,2004,Summer,Athi
17447,Rfat alkan,M,32,175,70,Turkey,TUR,1972,Summer,Munich
17452,Beth Calkin,F,29,154,71,Cada,CAN,2000,Summer,Sydney
17469,lvaro Calle,M,19,164,62,Colombia,COL,1972,Summer,Munich
17479,Els Callens,F,30,177,58,Belgium,BEL,2000,Summer,Sydney
17479,Els Callens,F,30,177,58,Belgium,BEL,2000,Summer,Sydney
17504,Jan aloun,M,25,178,86,Czech Republic,CZE,1998,Winter,gano
17541,Sandra Cam,F,20,178,70,Belgium,BEL,1992,Summer,Barcelona
17541,Sandra Cam,F,20,178,70,Belgium,BEL,1992,Summer,Barcelona
17541,Sandra Cam,F,20,178,70,Belgium,BEL,1992,Summer,Barcelona
17541,Sandra Cam,F,24,178,70,Belgium,BEL,1996,Summer,Atlanta
17541,Sandra Cam,F,24,178,70,Belgium,BEL,1996,Summer,Atlanta
17541,Sandra Cam,F,24,178,70,Belgium,BEL,1996,Summer,Atlanta
17560,Alyn Camara,M,23,196,84,Germany,GER,2012,Summer,London
17560,Alyn Camara,M,27,196,84,Germany,GER,2016,Summer,Rio de Janeiro
17564,Dede Camara,F,21,159,61,Guinea,GUI,2012,Summer,London
17578,Sara Camara,M,24,179,70,Mali,MLI,1964,Summer,Tokyo
17592,Eva Cambal,F,33,173,69,Austria,AUT,1980,Summer,Moskva
17670,Loris Campa,M,25,177,75,Italy,ITA,1952,Summer,Helsinki
17799,Luis Campos,M,22,165,55,El Salvador,ESA,1984,Summer,Los Angeles
17835,Eyp Can,M,19,165,51,Turkey,TUR,1984,Summer,Los Angeles
17836,Yasemin Can,F,19,166,49,Turkey,TUR,2016,Summer,Rio de Janeiro
17836,Yasemin Can,F,19,166,49,Turkey,TUR,2016,Summer,Rio de Janeiro
17838,Michel Cac,M,27,167,65,France,FRA,1984,Winter,Sarajevo
17853,Ali Cay,M,21,162,48,Turkey,TUR,1976,Summer,Montreal
17886,Si Candrian,F,25,163,53,Switzerland,SUI,2014,Winter,SoChina
17889,Paolo Can,M,23,180,68,Italy,ITA,1988,Summer,Seoul
17918,Tue Cantez,F,21,188,85,Turkey,TUR,2012,Summer,London
17918,Tue Cantez,F,25,188,85,Turkey,TUR,2016,Summer,Rio de Janeiro
17926,AChinalle Can,M,19,190,76,Italy,ITA,1952,Summer,Helsinki
17926,AChinalle Can,M,28,190,76,Italy,ITA,1960,Summer,Roma
17954,Bra Cansu,F,22,188,80,Turkey,TUR,2012,Summer,London
17968,Aldo Canti,M,23,185,80,France,FRA,1984,Summer,Los Angeles
17968,Aldo Canti,M,23,185,80,France,FRA,1984,Summer,Los Angeles
17968,Aldo Canti,M,31,185,80,San Marino,SMR,1992,Summer,Barcelona
17968,Aldo Canti,M,31,185,80,San Marino,SMR,1992,Summer,Barcelona
17988,Fabien Canu,M,24,182,87,France,FRA,1984,Summer,Los Angeles
17988,Fabien Canu,M,28,182,87,France,FRA,1988,Summer,Seoul
17993,Cao Guifeng,F,19,160,57,China,CHN,1980,Winter,Lake Placid
17993,Cao Guifeng,F,19,160,57,China,CHN,1980,Winter,Lake Placid
17993,Cao Guifeng,F,23,160,57,China,CHN,1984,Winter,Sarajevo
17993,Cao Guifeng,F,23,160,57,China,CHN,1984,Winter,Sarajevo
17994,Cao Hui,F,24,175,70,China,CHN,2016,Summer,Rio de Janeiro
17994,Cao Hui,F,24,175,70,China,CHN,2016,Summer,Rio de Janeiro
17995,Cao Lei,F,24,168,75,China,CHN,2008,Summer,Beijing
17998,Cao Ping,M,26,190,75,China,CHN,1984,Summer,Los Angeles
17999,Cao Qi,F,26,182,83,China,CHN,2000,Summer,Sydney
18000,Cao Shuo,M,20,180,77,China,CHN,2012,Summer,London
18000,Cao Shuo,M,24,180,77,China,CHN,2016,Summer,Rio de Janeiro
18002,Cao Xiaobo,M,29,169,65,China,CHN,1996,Summer,Atlanta
18003,Cao Yifei,M,20,175,75,China,CHN,2008,Summer,Beijing
18003,Cao Yifei,M,28,175,75,China,CHN,2016,Summer,Rio de Janeiro
18003,Cao Yifei,M,28,175,75,China,CHN,2016,Summer,Rio de Janeiro
18004,Cao Ying,F,25,161,55,China,CHN,2000,Summer,Sydney
18004,Cao Ying,F,29,161,55,China,CHN,2004,Summer,Athi
18005,Cao Yuan,M,17,160,42,China,CHN,2012,Summer,London
18005,Cao Yuan,M,21,160,42,China,CHN,2016,Summer,Rio de Janeiro
18005,Cao Yuan,M,21,160,42,China,CHN,2016,Summer,Rio de Janeiro
18006,Cao Yue,F,20,178,72,China,CHN,2016,Summer,Rio de Janeiro
18042,Mario Capio,M,32,174,83,Romolo,ITA,1956,Summer,Melbourne
18042,Mario Capio,M,36,174,83,Aldebaran II,ITA,1960,Summer,Roma
18042,Mario Capio,M,40,174,83,Aldebaran,ITA,1964,Summer,Tokyo
18052,Vlado aplji,M,22,180,72,Yugoslavia,YUG,1984,Summer,Los Angeles
18053,Rene Capo,M,27,185,95,United States,USA,1988,Summer,Seoul
18053,Rene Capo,M,35,185,95,United States,USA,1996,Summer,Atlanta
18056,Jrg Capol,M,22,181,73,Switzerland,SUI,1988,Winter,Calgary
18056,Jrg Capol,M,22,181,73,Switzerland,SUI,1988,Winter,Calgary
18056,Jrg Capol,M,22,181,73,Switzerland,SUI,1988,Winter,Calgary
18056,Jrg Capol,M,28,181,73,Switzerland,SUI,1994,Winter,Lillehammer
18056,Jrg Capol,M,28,181,73,Switzerland,SUI,1994,Winter,Lillehammer
18056,Jrg Capol,M,28,181,73,Switzerland,SUI,1994,Winter,Lillehammer
18069,Pl Cappelen,M,25,193,86,Norway,NOR,1972,Summer,Munich
18085,Anne Capron,F,19,166,54,France,FRA,1988,Summer,Seoul
18085,Anne Capron,F,19,166,54,France,FRA,1988,Summer,Seoul
18085,Anne Capron,F,23,166,54,France,FRA,1992,Summer,Barcelona
18085,Anne Capron,F,23,166,54,France,FRA,1992,Summer,Barcelona
18110,As Caradeux,F,23,152,53,France,FRA,2014,Winter,SoChina
18167,Kelsey Card,F,23,178,116,United States,USA,2016,Summer,Rio de Janeiro
18177,Oscar Crdes,M,25,180,81,Cuba,CUB,2008,Summer,Beijing
18183,Ezio Cardi,M,23,177,79,Italy,ITA,1972,Summer,Munich
18183,Ezio Cardi,M,23,177,79,Italy,ITA,1972,Summer,Munich
18229,Lance Carey,M,30,178,68,Cada,CAN,1976,Summer,Montreal
18244,Yves Carign,M,23,167,56,Cada,CAN,1976,Summer,Montreal
18357,Anja arman,F,19,174,69,Slovenia,SLO,2004,Summer,Athi
18357,Anja arman,F,19,174,69,Slovenia,SLO,2004,Summer,Athi
18357,Anja arman,F,19,174,69,Slovenia,SLO,2004,Summer,Athi
18357,Anja arman,F,23,174,69,Slovenia,SLO,2008,Summer,Beijing
18357,Anja arman,F,23,174,69,Slovenia,SLO,2008,Summer,Beijing
18357,Anja arman,F,27,174,69,Slovenia,SLO,2012,Summer,London
18357,Anja arman,F,27,174,69,Slovenia,SLO,2012,Summer,London
18358,Ivo arman,M,20,181,79,Yugoslavia,YUG,1980,Winter,Lake Placid
18358,Ivo arman,M,20,181,79,Yugoslavia,YUG,1980,Winter,Lake Placid
18358,Ivo arman,M,24,181,79,Yugoslavia,YUG,1984,Winter,Sarajevo
18358,Ivo arman,M,24,181,79,Yugoslavia,YUG,1984,Winter,Sarajevo
18358,Ivo arman,M,24,181,79,Yugoslavia,YUG,1984,Winter,Sarajevo
18359,Ti arman,F,26,171,64,Slovenia,SLO,2004,Summer,Athi
18362,Lior Carmi,F,20,165,64,Israel,ISR,1996,Summer,Atlanta
18362,Lior Carmi,F,24,165,64,Israel,ISR,2000,Summer,Sydney
18378,Hugo Carmo,M,21,167,64,Peru,PER,1960,Summer,Roma
18385,Wlter Carmo,M,23,183,86,Brazil,BRA,1980,Summer,Moskva
18385,Wlter Carmo,M,23,183,86,Brazil,BRA,1980,Summer,Moskva
18385,Wlter Carmo,M,27,183,86,Brazil,BRA,1984,Summer,Los Angeles
18385,Wlter Carmo,M,31,183,86,Brazil,BRA,1988,Summer,Seoul
18424,Rolf Caroli,M,26,182,71,Germany,GER,1960,Summer,Roma
18429,Roger Caron,M,42,170,81,Cada,CAN,2000,Summer,Sydney
18442,Mircea Carp,M,27,181,77,Romania,ROU,1980,Summer,Moskva
18473,Brian Carr,M,23,172,57,Great Britain,GBR,1992,Summer,Barcelona
18625,Fabio Carta,M,20,172,74,Italy,ITA,1998,Winter,gano
18625,Fabio Carta,M,20,172,74,Italy,ITA,1998,Winter,gano
18625,Fabio Carta,M,20,172,74,Italy,ITA,1998,Winter,gano
18625,Fabio Carta,M,24,172,74,Italy,ITA,2002,Winter,Salt Lake City
18625,Fabio Carta,M,24,172,74,Italy,ITA,2002,Winter,Salt Lake City
18625,Fabio Carta,M,24,172,74,Italy,ITA,2002,Winter,Salt Lake City
18625,Fabio Carta,M,24,172,74,Italy,ITA,2002,Winter,Salt Lake City
18625,Fabio Carta,M,28,172,74,Italy,ITA,2006,Winter,Torino
18625,Fabio Carta,M,28,172,74,Italy,ITA,2006,Winter,Torino
18625,Fabio Carta,M,28,172,74,Italy,ITA,2006,Winter,Torino
18627,Jos Cartas,M,24,183,78,Mexico,MEX,1976,Summer,Montreal
18649,Kyle Carter,M,39,189,83,Cada,CAN,2008,Summer,Beijing
18649,Kyle Carter,M,39,189,83,Cada,CAN,2008,Summer,Beijing
18806,Owen Casey,M,18,177,75,Ireland,IRL,1988,Summer,Seoul
18806,Owen Casey,M,22,177,75,Ireland,IRL,1992,Summer,Barcelona
18806,Owen Casey,M,22,177,75,Ireland,IRL,1992,Summer,Barcelona
18806,Owen Casey,M,26,177,75,Ireland,IRL,1996,Summer,Atlanta
18808,Sean Casey,M,30,192,98,Ireland,IRL,2008,Summer,Beijing
18809,Brett Cash,M,21,167,58,Australia,AUS,2000,Summer,Sydney
18820,ric Casimir,M,23,175,66,France,FRA,2000,Summer,Sydney
18820,ric Casimir,M,23,175,66,France,FRA,2000,Summer,Sydney
18820,ric Casimir,M,23,175,66,France,FRA,2000,Summer,Sydney
18820,ric Casimir,M,23,175,66,France,FRA,2000,Summer,Sydney
18820,ric Casimir,M,23,175,66,France,FRA,2000,Summer,Sydney
18858,Igor Cassi,M,23,180,73,Italy,ITA,2000,Summer,Sydney
18858,Igor Cassi,M,23,180,73,Italy,ITA,2000,Summer,Sydney
18858,Igor Cassi,M,23,180,73,Italy,ITA,2000,Summer,Sydney
18858,Igor Cassi,M,23,180,73,Italy,ITA,2000,Summer,Sydney
18858,Igor Cassi,M,23,180,73,Italy,ITA,2000,Summer,Sydney
18858,Igor Cassi,M,23,180,73,Italy,ITA,2000,Summer,Sydney
18858,Igor Cassi,M,23,180,73,Italy,ITA,2000,Summer,Sydney
18858,Igor Cassi,M,26,180,73,Italy,ITA,2004,Summer,Athi
18858,Igor Cassi,M,26,180,73,Italy,ITA,2004,Summer,Athi
18858,Igor Cassi,M,26,180,73,Italy,ITA,2004,Summer,Athi
18858,Igor Cassi,M,26,180,73,Italy,ITA,2004,Summer,Athi
18858,Igor Cassi,M,26,180,73,Italy,ITA,2004,Summer,Athi
18858,Igor Cassi,M,26,180,73,Italy,ITA,2004,Summer,Athi
18858,Igor Cassi,M,26,180,73,Italy,ITA,2004,Summer,Athi
18858,Igor Cassi,M,26,180,73,Italy,ITA,2004,Summer,Athi
18858,Igor Cassi,M,30,180,73,Italy,ITA,2008,Summer,Beijing
18858,Igor Cassi,M,30,180,73,Italy,ITA,2008,Summer,Beijing
18858,Igor Cassi,M,30,180,73,Italy,ITA,2008,Summer,Beijing
18858,Igor Cassi,M,30,180,73,Italy,ITA,2008,Summer,Beijing
18858,Igor Cassi,M,30,180,73,Italy,ITA,2008,Summer,Beijing
19052,Adn ati,M,21,180,71,Germany,GER,2000,Summer,Sydney
19059,Kahlil Cato,M,19,183,70,Saint Vincent and the Gredines,VIN,1996,Summer,Atlanta
19061,Roxroy Cato,M,24,183,76,Jamaica,JAM,2012,Summer,London
19061,Roxroy Cato,M,28,183,76,Jamaica,JAM,2016,Summer,Rio de Janeiro
19062,Elio Catola,M,24,177,73,Italy,ITA,1960,Summer,Roma
19093,Anua Ctun,F,27,155,44,Romania,ROU,1996,Summer,Atlanta
19093,Anua Ctun,F,31,155,44,Romania,ROU,2000,Summer,Sydney
19105,Roger Caumo,M,21,172,72,Brazil,BRA,2000,Summer,Sydney
19105,Roger Caumo,M,21,172,72,Brazil,BRA,2000,Summer,Sydney
19110,Michel Caux,M,21,178,67,France,FRA,1968,Winter,Grenoble
19147,Patrik avar,M,25,203,101,Croatia,CRO,1996,Summer,Atlanta
19160,Milorad avi,M,16,198,87,Serbia and Montenegro,SCG,2000,Summer,Sydney
19160,Milorad avi,M,16,198,87,Serbia and Montenegro,SCG,2000,Summer,Sydney
19160,Milorad avi,M,20,198,87,Serbia and Montenegro,SCG,2004,Summer,Athi
19160,Milorad avi,M,20,198,87,Serbia and Montenegro,SCG,2004,Summer,Athi
19160,Milorad avi,M,20,198,87,Serbia and Montenegro,SCG,2004,Summer,Athi
19160,Milorad avi,M,24,198,87,Serbia,SRB,2008,Summer,Beijing
19160,Milorad avi,M,24,198,87,Serbia,SRB,2008,Summer,Beijing
19160,Milorad avi,M,28,198,87,Serbia,SRB,2012,Summer,London
19160,Milorad avi,M,28,198,87,Serbia,SRB,2012,Summer,London
19198,Amlie Caze,F,19,180,63,France,FRA,2004,Summer,Athi
19198,Amlie Caze,F,23,180,63,France,FRA,2008,Summer,Beijing
19198,Amlie Caze,F,27,180,63,France,FRA,2012,Summer,London
19205,Saa ao,F,27,178,72,Serbia,SRB,2016,Summer,Rio de Janeiro
19216,Seluk ebi,M,30,169,76,Turkey,TUR,2012,Summer,London
19216,Seluk ebi,M,34,169,76,Turkey,TUR,2016,Summer,Rio de Janeiro
19217,Suza ebi,F,23,167,60,Serbia,SRB,2008,Summer,Beijing
19217,Suza ebi,F,27,167,60,Serbia,SRB,2012,Summer,London
19247,Petr ech,M,28,185,75,Czechoslovakia,TCH,1972,Summer,Munich
19250,Katei echov,F,24,173,64,Czech Republic,CZE,2012,Summer,London
19275,Paul Ceesay,M,25,185,70,Gambia,GAM,1984,Summer,Los Angeles
19283,Mario Cejas,M,34,181,75,Argenti,ARG,2012,Summer,London
19297,Recep elik,M,25,175,63,Turkey,TUR,2008,Summer,Beijing
19298,Ali elikiz,M,25,169,57,Turkey,TUR,1988,Summer,Seoul
19302,ncy Celis,F,29,187,75,Germany,GER,1996,Summer,Atlanta
19305,Paola Celli,F,24,168,58,Italy,ITA,1992,Summer,Barcelona
19305,Paola Celli,F,24,168,58,Italy,ITA,1992,Summer,Barcelona
19305,Paola Celli,F,28,168,58,Italy,ITA,1996,Summer,Atlanta
19308,Mario Celon,M,24,172,72,Italy,ITA,1984,Summer,Los Angeles
19308,Mario Celon,M,29,172,72,Italy,ITA,1988,Summer,Seoul
19308,Mario Celon,M,36,172,72,Italy,ITA,1996,Summer,Atlanta
19313,Jan elstka,M,30,184,70,Czech Republic,CZE,2012,Summer,London
19314,Damien Cely,M,23,163,75,France,FRA,2012,Summer,London
19317,Mirco Cenci,M,38,171,78,Italy,ITA,1996,Summer,Atlanta
19334,dia Centoni,F,23,182,63,Italy,ITA,2004,Summer,Athi
19334,dia Centoni,F,27,182,63,Italy,ITA,2008,Summer,Beijing
19334,dia Centoni,F,35,182,63,Italy,ITA,2016,Summer,Rio de Janeiro
19348,Sorin Cepoi,M,19,174,65,Romania,ROU,1976,Summer,Montreal
19348,Sorin Cepoi,M,19,174,65,Romania,ROU,1976,Summer,Montreal
19348,Sorin Cepoi,M,19,174,65,Romania,ROU,1976,Summer,Montreal
